"region","år","arbetsställets sektortillhörighet","ålder",Förvärvsarbetande 16+ år med bostad i regionen (nattbefolkning) (RAMS)
"2462 Vilhelmina","2011","primärkommunal förvaltning","60-64 år",110
"2462 Vilhelmina","2011","primärkommunal förvaltning","65+ år",23
"2462 Vilhelmina","2011","kommunalt ägda företag och organisationer","55-59 år",5
"2462 Vilhelmina","2011","kommunalt ägda företag och organisationer","60-64 år",4
"2462 Vilhelmina","2011","kommunalt ägda företag och organisationer","65+ år",0
"2462 Vilhelmina","2012","primärkommunal förvaltning","55-59 år",155
"2462 Vilhelmina","2012","primärkommunal förvaltning","60-64 år",111
"2462 Vilhelmina","2012","primärkommunal förvaltning","65+ år",26
"2462 Vilhelmina","2012","kommunalt ägda företag och organisationer","55-59 år",5
"2462 Vilhelmina","2012","kommunalt ägda företag och organisationer","60-64 år",5
"2462 Vilhelmina","2012","kommunalt ägda företag och organisationer","65+ år",0
"2462 Vilhelmina","2013","primärkommunal förvaltning","55-59 år",140
"2462 Vilhelmina","2013","primärkommunal förvaltning","60-64 år",129
"2462 Vilhelmina","2013","primärkommunal förvaltning","65+ år",32
"2462 Vilhelmina","2013","kommunalt ägda företag och organisationer","55-59 år",4
"2462 Vilhelmina","2013","kommunalt ägda företag och organisationer","60-64 år",4
"2462 Vilhelmina","2013","kommunalt ägda företag och organisationer","65+ år",0
"2462 Vilhelmina","2014","primärkommunal förvaltning","55-59 år",149
"2462 Vilhelmina","2014","primärkommunal förvaltning","60-64 år",123
"2462 Vilhelmina","2014","primärkommunal förvaltning","65+ år",34
"2462 Vilhelmina","2014","kommunalt ägda företag och organisationer","55-59 år",7
"2462 Vilhelmina","2014","kommunalt ägda företag och organisationer","60-64 år",4
"2462 Vilhelmina","2014","kommunalt ägda företag och organisationer","65+ år",0
"2462 Vilhelmina","2015","primärkommunal förvaltning","55-59 år",162
"2462 Vilhelmina","2015","primärkommunal förvaltning","60-64 år",122
"2462 Vilhelmina","2015","primärkommunal förvaltning","65+ år",31
"2462 Vilhelmina","2015","kommunalt ägda företag och organisationer","55-59 år",1
"2462 Vilhelmina","2015","kommunalt ägda företag och organisationer","60-64 år",1
"2462 Vilhelmina","2015","kommunalt ägda företag och organisationer","65+ år",1
"2462 Vilhelmina","2016","primärkommunal förvaltning","55-59 år",157
"2462 Vilhelmina","2016","primärkommunal förvaltning","60-64 år",128
"2462 Vilhelmina","2016","primärkommunal förvaltning","65+ år",31
"2462 Vilhelmina","2016","kommunalt ägda företag och organisationer","55-59 år",5
"2462 Vilhelmina","2016","kommunalt ägda företag och organisationer","60-64 år",6
"2462 Vilhelmina","2016","kommunalt ägda företag och organisationer","65+ år",1
"2462 Vilhelmina","2017","primärkommunal förvaltning","55-59 år",154
"2462 Vilhelmina","2017","primärkommunal förvaltning","60-64 år",138
"2462 Vilhelmina","2017","primärkommunal förvaltning","65+ år",37
"2462 Vilhelmina","2017","kommunalt ägda företag och organisationer","55-59 år",5
"2462 Vilhelmina","2017","kommunalt ägda företag och organisationer","60-64 år",5
"2462 Vilhelmina","2017","kommunalt ägda företag och organisationer","65+ år",0
"2463 Åsele","2008","primärkommunal förvaltning","55-59 år",63
"2463 Åsele","2008","primärkommunal förvaltning","60-64 år",70
"2463 Åsele","2008","primärkommunal förvaltning","65+ år",8
"2463 Åsele","2008","kommunalt ägda företag och organisationer","55-59 år",5
"2463 Åsele","2008","kommunalt ägda företag och organisationer","60-64 år",3
"2463 Åsele","2008","kommunalt ägda företag och organisationer","65+ år",0
"2463 Åsele","2009","primärkommunal förvaltning","55-59 år",69
"2463 Åsele","2009","primärkommunal förvaltning","60-64 år",68
"2463 Åsele","2009","primärkommunal förvaltning","65+ år",8
"2463 Åsele","2009","kommunalt ägda företag och organisationer","55-59 år",4
"2463 Åsele","2009","kommunalt ägda företag och organisationer","60-64 år",1
"2463 Åsele","2009","kommunalt ägda företag och organisationer","65+ år",0
"2463 Åsele","2010","primärkommunal förvaltning","55-59 år",75
"2463 Åsele","2010","primärkommunal förvaltning","60-64 år",64
"2463 Åsele","2010","primärkommunal förvaltning","65+ år",14
"2463 Åsele","2010","kommunalt ägda företag och organisationer","55-59 år",3
"2463 Åsele","2010","kommunalt ägda företag och organisationer","60-64 år",3
"2463 Åsele","2010","kommunalt ägda företag och organisationer","65+ år",1
"2463 Åsele","2011","primärkommunal förvaltning","55-59 år",77
"2463 Åsele","2011","primärkommunal förvaltning","60-64 år",68
"2463 Åsele","2011","primärkommunal förvaltning","65+ år",10
"2463 Åsele","2011","kommunalt ägda företag och organisationer","55-59 år",4
"2463 Åsele","2011","kommunalt ägda företag och organisationer","60-64 år",2
"2463 Åsele","2011","kommunalt ägda företag och organisationer","65+ år",1
"2463 Åsele","2012","primärkommunal förvaltning","55-59 år",76
"2463 Åsele","2012","primärkommunal förvaltning","60-64 år",58
"2463 Åsele","2012","primärkommunal förvaltning","65+ år",11
"2463 Åsele","2012","kommunalt ägda företag och organisationer","55-59 år",2
"2463 Åsele","2012","kommunalt ägda företag och organisationer","60-64 år",4
"2463 Åsele","2012","kommunalt ägda företag och organisationer","65+ år",1
"2463 Åsele","2013","primärkommunal förvaltning","55-59 år",76
"2463 Åsele","2013","primärkommunal förvaltning","60-64 år",53
"2463 Åsele","2013","primärkommunal förvaltning","65+ år",19
"2463 Åsele","2013","kommunalt ägda företag och organisationer","55-59 år",2
"2463 Åsele","2013","kommunalt ägda företag och organisationer","60-64 år",5
"2463 Åsele","2013","kommunalt ägda företag och organisationer","65+ år",1
"2463 Åsele","2014","primärkommunal förvaltning","55-59 år",70
"2463 Åsele","2014","primärkommunal förvaltning","60-64 år",57
"2463 Åsele","2014","primärkommunal förvaltning","65+ år",14
"2463 Åsele","2014","kommunalt ägda företag och organisationer","55-59 år",3
"2463 Åsele","2014","kommunalt ägda företag och organisationer","60-64 år",3
"2463 Åsele","2014","kommunalt ägda företag och organisationer","65+ år",3
"2463 Åsele","2015","primärkommunal förvaltning","55-59 år",62
"2463 Åsele","2015","primärkommunal förvaltning","60-64 år",64
"2463 Åsele","2015","primärkommunal förvaltning","65+ år",14
"2463 Åsele","2015","kommunalt ägda företag och organisationer","55-59 år",3
"2463 Åsele","2015","kommunalt ägda företag och organisationer","60-64 år",3
"2463 Åsele","2015","kommunalt ägda företag och organisationer","65+ år",3
"2463 Åsele","2016","primärkommunal förvaltning","55-59 år",50
"2463 Åsele","2016","primärkommunal förvaltning","60-64 år",68
"2463 Åsele","2016","primärkommunal förvaltning","65+ år",18
"2463 Åsele","2016","kommunalt ägda företag och organisationer","55-59 år",1
"2463 Åsele","2016","kommunalt ägda företag och organisationer","60-64 år",4
"2463 Åsele","2016","kommunalt ägda företag och organisationer","65+ år",2
"2463 Åsele","2017","primärkommunal förvaltning","55-59 år",51
"2463 Åsele","2017","primärkommunal förvaltning","60-64 år",64
"2463 Åsele","2017","primärkommunal förvaltning","65+ år",16
"2463 Åsele","2017","kommunalt ägda företag och organisationer","55-59 år",2
"2463 Åsele","2017","kommunalt ägda företag och organisationer","60-64 år",7
"2463 Åsele","2017","kommunalt ägda företag och organisationer","65+ år",2
"2480 Umeå","2008","primärkommunal förvaltning","55-59 år",1245
"2480 Umeå","2008","primärkommunal förvaltning","60-64 år",997
"2480 Umeå","2008","primärkommunal förvaltning","65+ år",207
"2480 Umeå","2008","kommunalt ägda företag och organisationer","55-59 år",129
"2480 Umeå","2008","kommunalt ägda företag och organisationer","60-64 år",110
"2480 Umeå","2008","kommunalt ägda företag och organisationer","65+ år",17
"2480 Umeå","2009","primärkommunal förvaltning","55-59 år",1170
"2480 Umeå","2009","primärkommunal förvaltning","60-64 år",1059
"2480 Umeå","2009","primärkommunal förvaltning","65+ år",238
"2480 Umeå","2009","kommunalt ägda företag och organisationer","55-59 år",113
"2480 Umeå","2009","kommunalt ägda företag och organisationer","60-64 år",112
"2480 Umeå","2009","kommunalt ägda företag och organisationer","65+ år",28
"2480 Umeå","2010","primärkommunal förvaltning","55-59 år",1167
"2480 Umeå","2010","primärkommunal förvaltning","60-64 år",1075
"2480 Umeå","2010","primärkommunal förvaltning","65+ år",245
"2480 Umeå","2010","kommunalt ägda företag och organisationer","55-59 år",120
"2480 Umeå","2010","kommunalt ägda företag och organisationer","60-64 år",116
"2480 Umeå","2010","kommunalt ägda företag och organisationer","65+ år",29
"2480 Umeå","2011","primärkommunal förvaltning","55-59 år",1193
"2480 Umeå","2011","primärkommunal förvaltning","60-64 år",1057
"2480 Umeå","2011","primärkommunal förvaltning","65+ år",239
"2480 Umeå","2011","kommunalt ägda företag och organisationer","55-59 år",131
"2480 Umeå","2011","kommunalt ägda företag och organisationer","60-64 år",126
"2480 Umeå","2011","kommunalt ägda företag och organisationer","65+ år",35
"2480 Umeå","2012","primärkommunal förvaltning","55-59 år",1196
"2480 Umeå","2012","primärkommunal förvaltning","60-64 år",1105
"2480 Umeå","2012","primärkommunal förvaltning","65+ år",266
"2480 Umeå","2012","kommunalt ägda företag och organisationer","55-59 år",134
"2480 Umeå","2012","kommunalt ägda företag och organisationer","60-64 år",124
"2480 Umeå","2012","kommunalt ägda företag och organisationer","65+ år",29
"2480 Umeå","2013","primärkommunal förvaltning","55-59 år",1203
"2480 Umeå","2013","primärkommunal förvaltning","60-64 år",1105
"2480 Umeå","2013","primärkommunal förvaltning","65+ år",345
"2480 Umeå","2013","kommunalt ägda företag och organisationer","55-59 år",146
"2480 Umeå","2013","kommunalt ägda företag och organisationer","60-64 år",122
"2480 Umeå","2013","kommunalt ägda företag och organisationer","65+ år",32
"2480 Umeå","2014","primärkommunal förvaltning","55-59 år",1235
"2480 Umeå","2014","primärkommunal förvaltning","60-64 år",1061
"2480 Umeå","2014","primärkommunal förvaltning","65+ år",351
"2480 Umeå","2014","kommunalt ägda företag och organisationer","55-59 år",154
"2480 Umeå","2014","kommunalt ägda företag och organisationer","60-64 år",109
"2480 Umeå","2014","kommunalt ägda företag och organisationer","65+ år",37
"2480 Umeå","2015","primärkommunal förvaltning","55-59 år",1256
"2480 Umeå","2015","primärkommunal förvaltning","60-64 år",1045
"2480 Umeå","2015","primärkommunal förvaltning","65+ år",349
"2480 Umeå","2015","kommunalt ägda företag och organisationer","55-59 år",132
"2480 Umeå","2015","kommunalt ägda företag och organisationer","60-64 år",126
"2480 Umeå","2015","kommunalt ägda företag och organisationer","65+ år",37
"2480 Umeå","2016","primärkommunal förvaltning","55-59 år",1257
"2480 Umeå","2016","primärkommunal förvaltning","60-64 år",1056
"2480 Umeå","2016","primärkommunal förvaltning","65+ år",399
"2480 Umeå","2016","kommunalt ägda företag och organisationer","55-59 år",132
"2480 Umeå","2016","kommunalt ägda företag och organisationer","60-64 år",128
"2480 Umeå","2016","kommunalt ägda företag och organisationer","65+ år",41
"2480 Umeå","2017","primärkommunal förvaltning","55-59 år",1238
"2480 Umeå","2017","primärkommunal förvaltning","60-64 år",1033
"2480 Umeå","2017","primärkommunal förvaltning","65+ år",420
"2480 Umeå","2017","kommunalt ägda företag och organisationer","55-59 år",140
"2480 Umeå","2017","kommunalt ägda företag och organisationer","60-64 år",121
"2480 Umeå","2017","kommunalt ägda företag och organisationer","65+ år",37
"2481 Lycksele","2008","primärkommunal förvaltning","55-59 år",227
"2481 Lycksele","2008","primärkommunal förvaltning","60-64 år",190
"2481 Lycksele","2008","primärkommunal förvaltning","65+ år",33
"2481 Lycksele","2008","kommunalt ägda företag och organisationer","55-59 år",15
"2481 Lycksele","2008","kommunalt ägda företag och organisationer","60-64 år",20
"2481 Lycksele","2008","kommunalt ägda företag och organisationer","65+ år",3
"2481 Lycksele","2009","primärkommunal förvaltning","55-59 år",216
"2481 Lycksele","2009","primärkommunal förvaltning","60-64 år",186
"2481 Lycksele","2009","primärkommunal förvaltning","65+ år",41
"2481 Lycksele","2009","kommunalt ägda företag och organisationer","55-59 år",16
"2481 Lycksele","2009","kommunalt ägda företag och organisationer","60-64 år",16
"2481 Lycksele","2009","kommunalt ägda företag och organisationer","65+ år",4
"2481 Lycksele","2010","primärkommunal förvaltning","55-59 år",211
"2481 Lycksele","2010","primärkommunal förvaltning","60-64 år",196
"2481 Lycksele","2010","primärkommunal förvaltning","65+ år",45
"2481 Lycksele","2010","kommunalt ägda företag och organisationer","55-59 år",18
"2481 Lycksele","2010","kommunalt ägda företag och organisationer","60-64 år",13
"2481 Lycksele","2010","kommunalt ägda företag och organisationer","65+ år",4
"2481 Lycksele","2011","primärkommunal förvaltning","55-59 år",227
"2481 Lycksele","2011","primärkommunal förvaltning","60-64 år",196
"2481 Lycksele","2011","primärkommunal förvaltning","65+ år",52
"2481 Lycksele","2011","kommunalt ägda företag och organisationer","55-59 år",24
"2481 Lycksele","2011","kommunalt ägda företag och organisationer","60-64 år",11
"2481 Lycksele","2011","kommunalt ägda företag och organisationer","65+ år",5
"2481 Lycksele","2012","primärkommunal förvaltning","55-59 år",218
"2481 Lycksele","2012","primärkommunal förvaltning","60-64 år",213
"2481 Lycksele","2012","primärkommunal förvaltning","65+ år",54
"2481 Lycksele","2012","kommunalt ägda företag och organisationer","55-59 år",21
